congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,first_middle_name,last_name,fullname
116,House,21542,13,24.0,NY,200,,,"KATKO, John",K000386,1962,,0.185,0.013,-151.17532,0.8234,778.0,59.0,,0.187,0.005,John,Katko,John Katko
116,House,21715,13,13.0,NY,100,,,"ESPAILLAT, Adriano J.",E000297,1954,,-0.583,-0.21,-30.08278,0.9635,809.0,13.0,,-0.455,-0.629,Adriano J.,Espaillat,Adriano Espaillat
116,House,21747,13,3.0,NY,100,,,"SUOZZI, Thomas",S001201,1962,,-0.219,0.087,-54.4867,0.93424,801.0,22.0,,-0.293,0.285,Thomas,Suozzi,Tom Suozzi
116,House,21761,13,25.0,NY,100,,,"MORELLE, Joseph D.",M001206,1957,,-0.329,0.157,-24.77842,0.96901,787.0,6.0,,-0.32,0.084,Joseph D.,Morelle,Joe Morelle
116,House,21904,13,22.0,NY,100,,,"BRINDISI, Anthony",B001308,1978,,-0.154,0.567,-136.69953,0.84418,807.0,45.0,,-0.154,0.568,Anthony,Brindisi,Anthony Brindisi
116,House,21916,13,19.0,NY,100,,,"DELGADO, Antonio",D000630,1977,,-0.233,0.277,-59.37012,0.92941,811.0,17.0,,-0.216,0.2,Antonio,Delgado,Antonio Delgado
116,House,21949,13,14.0,NY,100,,,"OCASIO-CORTEZ, Alexandria",O000172,1989,,-0.299,-0.954,-70.62186,0.91601,805.0,30.0,,-0.222,-0.975,Alexandria,Ocasio-cortez,Alexandria Ocasio-Cortez
116,House,21958,13,11.0,NY,100,,,"ROSE, Max",R000613,1986,,-0.176,0.269,-114.2671,0.86705,801.0,43.0,,-0.176,0.269,Max,Rose,Max Rose
116,House,21990,13,27.0,NY,200,,,"JACOBS, Chris",J000020,1966,,0.306,0.049,-15.80369,0.8373,89.0,9.0,,0.327,-0.107,Chris,Jacobs,Chris Jacobs
116,House,29134,13,15.0,NY,100,,,"SERRANO, José E.",S000248,1943,,-0.491,-0.377,-13.46589,0.98142,718.0,5.0,,-0.437,-0.311,José E.,Serrano,José Serrano
116,House,29375,13,2.0,NY,200,,,"KING, Peter T.",K000210,1944,,0.259,-0.03,-156.98659,0.82121,797.0,57.0,,0.253,0.007,Peter T.,King,Pete King
116,House,29377,13,10.0,NY,100,,,"NADLER, Jerrold Lewis",N000002,1947,,-0.508,-0.484,-18.2289,0.97716,789.0,7.0,,-0.544,-0.367,Jerrold Lewis,Nadler,Jerry Nadler
116,House,29378,13,7.0,NY,100,,,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.351,-15.92893,0.98019,796.0,6.0,,-0.478,-0.58,Nydia M.,Velázquez,Nydia Velázquez
116,House,29379,13,12.0,NY,100,,,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.285,-21.73659,0.97346,808.0,9.0,,-0.416,-0.42,Carolyn Bosher,Maloney,Carolyn Maloney
116,House,29776,13,5.0,NY,100,,,"MEEKS, Gregory W.",M001137,1953,,-0.415,-0.072,-18.47198,0.97627,769.0,7.0,,-0.528,0.065,Gregory W.,Meeks,Gregory Meeks
116,House,15438,47,4.0,NC,100,,,"PRICE, David Eugene",P000523,1940,,-0.343,-0.03,-16.71297,0.9795,807.0,6.0,,-0.38,-0.117,David Eugene,Price,David Price
116,House,20340,47,1.0,NC,100,,,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.184,-21.51918,0.97352,802.0,8.0,,-0.422,0.099,George Kenneth,Butterfield,G. K. Butterfield
116,House,20521,47,5.0,NC,200,,,"FOXX, Virginia Ann",F000450,1943,,0.623,0.18,-134.01631,0.84469,794.0,56.0,,0.562,0.061,Virginia Ann,Foxx,Virginia Foxx
116,House,20522,47,10.0,NC,200,,,"McHENRY, Patrick T.",M001156,1975,,0.529,0.131,-147.11339,0.82189,750.0,57.0,,0.415,0.084,Patrick T.,Mchenry,Patrick McHenry
116,House,21346,47,8.0,NC,200,,,"HUDSON, Richard",H001067,1971,,0.526,0.178,-121.57283,0.84981,747.0,49.0,,0.481,0.111,Richard,Hudson,Richard Hudson
116,House,21348,47,11.0,NC,200,,,"MEADOWS, Mark",M001187,1959,,0.605,-0.201,-132.76565,0.81396,645.0,60.0,,0.587,-0.209,Mark,Meadows,Mark Meadows
116,House,21349,47,2.0,NC,200,,,"HOLDING, George E.B.",H001065,1968,,0.604,0.165,-81.25937,0.89069,702.0,33.0,,0.534,0.272,George E.B.,Holding,George Holding
116,House,21543,47,6.0,NC,200,,,"WALKER, Bradley Mark",W000819,1969,,0.641,0.017,-80.78866,0.89115,701.0,33.0,,0.671,0.14,Bradley Mark,Walker,Mark Walker
116,House,21544,47,7.0,NC,200,,,"ROUZER, David",R000603,1972,,0.564,0.247,-116.08374,0.86509,801.0,46.0,,0.544,0.116,David,Rouzer,David Rouzer
116,House,21545,47,12.0,NC,100,,,"ADAMS, Alma",A000370,1946,,-0.468,0.017,-15.21603,0.98085,787.0,5.0,,-0.429,-0.061,Alma,Adams,Alma Adams
116,House,21708,47,13.0,NC,200,,,"BUDD, Theodore Paul",B001305,1971,,0.634,-0.074,-115.60114,0.86451,794.0,52.0,,0.659,-0.132,Theodore Paul,Budd,Ted Budd
116,House,21986,47,9.0,NC,200,,,"BISHOP, Dan",B001311,1964,,0.714,-0.377,-29.07213,0.91263,318.0,13.0,,0.858,0.058,Dan,Bishop,Dan Bishop
116,House,21987,47,3.0,NC,200,,,"MURPHY, Gregory Francis",M001210,1963,,0.485,0.076,-50.836,0.8552,325.0,20.0,,0.594,0.058,Gregory Francis,Murphy,Greg Murphy
116,House,29546,47,3.0,NC,200,,,"JONES, Walter Beaman, Jr.",J000255,1943,2019.0,0.244,-0.362,,,,,,,,Walter Beaman,Jones,Walter B. Jones Jr.
116,House,21901,36,1.0,ND,200,,,"ARMSTRONG, Kelly",A000377,1976,,0.449,0.101,-135.75946,0.84119,785.0,58.0,,0.466,0.036,Kelly,Armstrong,Kelly Armstrong
116,House,21996,95,0.0,MP,100,,,"SABLAN, Gregorio Kilili Camacho",S001177,1955,,-0.431,-0.128,-2.66815,0.98529,180.0,1.0,,-0.496,-0.205,Gregorio Kilili Camacho,Sablan,Gregorio Sablan
116,House,15029,24,9.0,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.348,0.117,-24.54946,0.9694,790.0,7.0,,-0.432,0.277,Marcia Carolyn (Marcy),Kaptur,Marcy Kaptur
116,House,20342,24,10.0,OH,200,,,"TURNER, Michael R.",T000463,1960,,0.269,0.245,-109.61872,0.8718,799.0,36.0,,0.307,0.259,Michael R.,Turner,Mike Turner
116,House,20343,24,13.0,OH,100,,,"RYAN, Timothy J.",R000577,1973,,-0.402,0.208,-19.77598,0.97039,658.0,9.0,,-0.363,0.037,Timothy J.,Ryan,Tim Ryan
116,House,20738,24,4.0,OH,200,,,"JORDAN, Jim",J000289,1964,,0.717,-0.198,-94.01915,0.88859,796.0,40.0,,0.768,-0.193,Jim,Jordan,Jim Jordan
116,House,20755,24,5.0,OH,200,,,"LATTA, Robert E.",L000566,1956,,0.51,0.28,-64.35975,0.92362,810.0,18.0,,0.511,0.337,Robert E.,Latta,Bob Latta
116,House,20941,24,11.0,OH,100,,,"FUDGE, Marcia L.",F000455,1952,,-0.581,0.14,-40.29551,0.94728,744.0,14.0,,-0.552,0.306,Marcia L.,Fudge,Marcia Fudge
116,House,21162,24,6.0,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.436,0.235,-76.92042,0.90789,796.0,33.0,,0.426,0.424,Bill,Johnson,Bill Johnson
116,House,21163,24,15.0,OH,200,,,"STIVERS, Steve",S001187,1965,,0.3,0.269,-127.19868,0.84645,763.0,56.0,,0.304,0.271,Steve,Stivers,Steve Stivers
116,House,21165,24,7.0,OH,200,,,"GIBBS, Bob",G000563,1954,,0.484,0.284,-92.65039,0.88827,782.0,34.0,,0.506,0.465,Bob,Gibbs,Bob Gibbs
116,House,21351,24,2.0,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.528,0.268,-91.4395,0.89044,788.0,35.0,,0.517,0.244,Brad,Wenstrup,Brad Wenstrup
116,House,21352,24,3.0,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.439,0.042,-15.22802,0.98054,775.0,4.0,,-0.474,-0.095,Joyce,Beatty,Joyce Beatty
116,House,21353,24,14.0,OH,200,,,"JOYCE, David",J000295,1957,,0.256,0.301,-110.58859,0.87044,797.0,39.0,,0.284,0.248,David,Joyce,Dave Joyce
116,House,21564,24,8.0,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.659,-0.355,-172.07532,0.80603,798.0,82.0,,0.676,-0.42,Warren,Davidson,Warren Davidson
116,House,21759,24,12.0,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.455,0.214,-85.57546,0.89974,810.0,32.0,,0.418,0.477,Troy,Balderson,Troy Balderson
116,House,21924,24,16.0,OH,200,,,"GONZALEZ, Anthony",G000588,1984,,0.24,0.315,-118.1166,0.8629,801.0,41.0,,0.285,0.245,Anthony,Gonzalez,Anthony Gonzalez
116,House,29550,24,1.0,OH,200,,,"CHABOT, Steve",C000266,1953,,0.542,-0.137,-102.55393,0.88121,811.0,35.0,,0.493,0.232,Steve,Chabot,Steve Chabot
116,House,20344,53,4.0,OK,200,,,"COLE, Tom",C001053,1949,,0.324,0.4,-120.51819,0.86159,809.0,45.0,,0.302,0.407,Tom,Cole,Tom Cole
116,House,21355,53,2.0,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.538,0.218,-105.61625,0.85396,669.0,43.0,,0.553,0.078,Markwayne,Mullin,Markwayne Mullin
116,House,21760,53,1.0,OK,200,,,"HERN, Kevin",H001082,1961,,0.68,-0.078,-101.22878,0.8817,804.0,39.0,,0.687,0.078,Kevin,Hern,Kevin Hern
116,House,21933,53,5.0,OK,100,,,"HORN, Kendra",H001083,1976,,-0.169,0.519,-119.35155,0.86284,809.0,50.0,,-0.17,0.519,Kendra,Horn,Kendra Horn
116,House,29393,53,3.0,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.36,0.449,-64.20396,0.9193,763.0,25.0,,0.338,0.609,Frank D.,Lucas,Frank Lucas
116,House,15410,72,4.0,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.427,-0.002,-60.42615,0.92509,776.0,19.0,,-0.316,-0.342,Peter Anthony,Defazio,Peter DeFazio
116,House,20944,72,5.0,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.182,0.054,-120.11496,0.85944,793.0,52.0,,-0.139,0.103,Kurt,Schrader,Kurt Schrader
116,House,21198,72,1.0,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.396,-0.41,-18.07154,0.97794,810.0,6.0,,-0.448,-0.437,Suzanne,Bonamici,Suzanne Bonamici
116,House,29588,72,3.0,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.641,-27.88551,0.96574,800.0,13.0,,-0.473,-0.831,Earl,Blumenauer,Earl Blumenauer
116,House,29932,72,2.0,OR,200,,,"WALDEN, Greg",W000791,1957,,0.333,-0.011,-131.97424,0.8481,801.0,54.0,,0.281,0.191,Greg,Walden,Greg Walden
116,House,20946,14,15.0,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.331,0.357,-90.8639,0.89135,790.0,35.0,,0.336,0.403,Glenn,Thompson,Glenn Thompson
116,House,21167,14,16.0,PA,200,,,"KELLY, Mike",K000376,1948,,0.373,0.41,-130.24681,0.84711,785.0,62.0,,0.457,0.159,Mike,Kelly,Mike Kelly
116,House,21170,14,12.0,PA,200,,,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,-0.28897,0.98751,23.0,0.0,,0.0,0.0,Thomas A.,Marino,Tom Marino
116,House,21356,14,10.0,PA,200,,,"PERRY, Scott",P000605,1962,,0.677,-0.461,-171.7585,0.8046,790.0,96.0,,0.582,-0.304,Scott,Perry,Scott Perry
116,House,21358,14,8.0,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.349,-0.005,-24.548,0.96906,781.0,6.0,,-0.305,-0.02,Matt,Cartwright,Matt Cartwright
116,House,21548,14,2.0,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.391,0.139,-36.65824,0.95537,803.0,16.0,,-0.392,-0.186,Brendan Francis,Boyle,Brendan Boyle
116,House,21566,14,3.0,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.47,-0.135,-12.47431,0.98445,796.0,1.0,,-0.502,-0.076,Dwight,Evans,Dwight Evans
116,House,21718,14,1.0,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.142,-0.122,-173.12063,0.80585,802.0,68.0,,0.146,-0.124,Brian K.,Fitzpatrick,Brian Fitzpatrick
116,House,21745,14,11.0,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.45,0.112,-78.74282,0.90195,763.0,28.0,,0.441,0.197,Lloyd K.,Smucker,Lloyd Smucker
116,House,21756,14,17.0,PA,100,,,"LAMB, Conor",L000588,1984,,-0.143,0.212,-119.40512,0.86231,806.0,61.0,,-0.14,0.297,Conor,Lamb,Conor Lamb
116,House,21762,14,5.0,PA,100,,,"SCANLON, Mary Gay",S001205,1959,,-0.475,-0.082,-16.28355,0.98005,808.0,4.0,,-0.534,0.121,Mary Gay,Scanlon,Mary Gay Scanlon
116,House,21763,14,7.0,PA,100,,,"WILD, Susan",W000826,1957,,-0.262,0.324,-69.06391,0.91769,804.0,30.0,,-0.365,0.641,Susan,Wild,Susan Wild
116,House,21915,14,4.0,PA,100,,,"DEAN, Madeleine",D000631,1959,,-0.453,-0.031,-13.37419,0.98358,808.0,5.0,,-0.514,0.075,Madeleine,Dean,Madeleine Dean
116,House,21934,14,6.0,PA,100,,,"HOULAHAN, Christina",H001085,1967,,-0.275,0.322,-47.21321,0.94331,809.0,20.0,,-0.312,0.549,Christina,Houlahan,Chrissy Houlahan
116,House,21936,14,13.0,PA,200,,,"JOYCE, John",J000302,1957,,0.569,0.0,-83.69478,0.89688,769.0,38.0,,0.535,0.174,John,Joyce,John Joyce
116,House,21945,14,9.0,PA,200,,,"MEUSER, Dan",M001204,1964,,0.494,0.248,-102.5641,0.87619,776.0,51.0,,0.559,0.414,Dan,Meuser,Dan Meuser
116,House,21956,14,14.0,PA,200,,,"RESCHENTHALER, Guy",R000610,1983,,0.437,0.063,-110.26686,0.86674,771.0,47.0,,0.358,0.386,Guy,Reschenthaler,Guy Reschenthaler
116,House,21985,14,12.0,PA,200,,,"KELLER, Fred",K000395,1965,,0.498,0.171,-75.07824,0.88348,606.0,31.0,,0.507,0.097,Fred,Keller,Fred Keller
116,House,29561,14,18.0,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.331,0.099,-36.44292,0.95435,780.0,14.0,,-0.46,-0.347,Michael F.,Doyle,Mike Doyle
116,House,21992,92,0.0,PR,200,,,"GONZÁLEZ-CÓLON, Jenniffer",G000582,1976,,0.229,0.426,-62.65969,0.72637,196.0,24.0,,0.294,0.181,Jenniffer,González-cólon,Jenniffer González-Colón
116,House,20136,5,2.0,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.375,0.114,-33.49212,0.95935,807.0,8.0,,-0.292,0.018,James,Langevin,Jim Langevin
116,House,21172,5,1.0,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.389,-0.262,-23.3429,0.97131,802.0,8.0,,-0.428,-0.136,David N.,Cicilline,David Cicilline
116,House,20138,48,2.0,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.531,0.147,-113.02944,0.86445,776.0,52.0,,0.497,0.13,Addison Graves (Joe),Wilson,Joe Wilson
116,House,21174,48,3.0,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.701,-0.1,-105.90496,0.87394,786.0,41.0,,0.714,-0.132,Jeff,Duncan,Jeff Duncan
116,House,21359,48,7.0,SC,200,,,"RICE, Tom",R000597,1957,,0.558,-0.217,-177.68236,0.79904,792.0,84.0,,0.63,-0.319,Tom,Rice,Tom Rice
116,House,21753,48,5.0,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.848,-0.367,-93.03412,0.8877,781.0,39.0,,0.822,-0.184,Ralph,Norman,Ralph Norman
116,House,21913,48,1.0,SC,100,,,"CUNNINGHAM, Joe",C001122,1982,,-0.131,0.49,-142.08536,0.83727,800.0,53.0,,-0.131,0.49,Joe,Cunningham,Joe Cunningham
116,House,21974,48,4.0,SC,200,,,"TIMMONS, William",T000480,1984,,0.604,0.139,-83.61241,0.88556,688.0,31.0,,0.599,0.145,William,Timmons,William Timmons
116,House,39301,48,6.0,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.465,0.25,-26.61204,0.9642,730.0,9.0,,-0.386,0.083,James Enos,Clyburn,Jim Clyburn
116,House,21935,37,1.0,SD,200,,,"JOHNSON, Dustin",J000301,1976,,0.462,0.142,-108.06912,0.8751,810.0,36.0,,0.474,0.111,Dustin,Johnson,Dusty Johnson
116,House,15019,54,5.0,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.164,-0.033,-91.72252,0.89155,799.0,23.0,,-0.264,0.252,James Hayes Shofner,Cooper,Jim Cooper
116,House,20748,54,9.0,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.392,-0.326,-26.18576,0.9676,795.0,11.0,,-0.406,-0.253,Stephen,Cohen,Steve Cohen
116,House,20947,54,1.0,TN,200,,,"ROE, David P. (Phil)",R000582,1945,,0.486,0.024,-95.09914,0.88577,784.0,39.0,,0.459,0.127,David P. (Phil),Roe,Phil Roe
116,House,21178,54,3.0,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.434,0.406,-93.15698,0.89148,811.0,42.0,,0.411,0.42,Chuck,Fleischmann,Chuck Fleischmann
116,House,21179,54,4.0,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.581,-0.046,-97.96265,0.8814,776.0,45.0,,0.562,0.005,Scott,Desjarlais,Scott DesJarlais
116,House,21731,54,8.0,TN,200,,,"KUSTOFF, David",K000392,1966,,0.535,0.372,-67.20482,0.91845,790.0,27.0,,0.512,0.627,David,Kustoff,David Kustoff
116,House,21905,54,2.0,TN,200,,,"BURCHETT, Timothy",B001309,1964,,0.664,-0.383,-143.50369,0.8356,799.0,53.0,,0.678,-0.311,Timothy,Burchett,Tim Burchett
116,House,21926,54,7.0,TN,200,,,"GREEN, Mark",G000590,1964,,0.671,0.015,-84.68533,0.88726,708.0,38.0,,0.704,0.041,Mark,Green,Mark Green
116,House,21959,54,6.0,TN,200,,,"ROSE, John",R000612,1965,,0.668,0.105,-111.56736,0.86798,788.0,48.0,,0.673,0.048,John,Rose,John Rose
116,House,20355,49,26.0,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.567,-0.185,-154.39705,0.82247,790.0,73.0,,0.611,-0.111,Michael C.,Burgess,Michael Burgess
116,House,20356,49,31.0,TX,200,,,"CARTER, John R.",C001051,1941,,0.485,0.565,-133.15403,0.83243,726.0,59.0,,0.514,0.649,John R.,Carter,John Carter
116,House,20527,49,1.0,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.644,-0.406,-132.81057,0.8349,736.0,61.0,,0.709,-0.435,Louie,Gohmert,Louie Gohmert
116,House,20529,49,9.0,TX,100,,,"GREEN, Al",G000553,1947,,-0.443,0.29,-29.52978,0.96407,807.0,16.0,,-0.42,-0.053,Al,Green,Al Green
116,House,20530,49,10.0,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.416,0.144,-147.16485,0.83235,802.0,61.0,,0.323,0.263,Michael T.,Mccaul,Michael McCaul
116,House,20531,49,11.0,TX,200,,,"CONAWAY, K. Michael",C001062,1948,,0.593,0.367,-81.86616,0.90319,804.0,36.0,,0.612,0.494,K. Michael,Conaway,Mike Conaway
116,House,20532,49,24.0,TX,200,,,"MARCHANT, Kenny",M001158,1951,,0.6,0.154,-117.73578,0.83197,640.0,45.0,,0.593,0.028,Kenny,Marchant,Kenny Marchant
116,House,20533,49,28.0,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.227,0.622,-142.04998,0.83878,808.0,67.0,,-0.359,0.9,Henry,Cuellar,Henry Cuellar
116,House,20948,49,22.0,TX,200,,,"OLSON, Pete",O000168,1962,,0.548,0.308,-97.94453,0.88099,773.0,41.0,,0.587,0.301,Pete,Olson,Pete Olson
116,House,21182,49,17.0,TX,200,,,"FLORES, Bill",F000461,1954,,0.572,0.293,-108.65018,0.87044,783.0,40.0,,0.519,0.198,Bill,Flores,Bill Flores
116,House,21360,49,14.0,TX,200,,,"WEBER, Randy",W000814,1953,,0.73,0.017,-103.82476,0.87386,770.0,45.0,,0.728,-0.032,Randy,Weber,Randy Weber
116,House,21362,49,20.0,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.404,-0.071,-32.71414,0.95903,782.0,13.0,,-0.618,-0.155,Joaquin,Castro,Joaquin Castro
116,House,21364,49,25.0,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.595,0.063,-108.55094,0.87162,790.0,45.0,,0.565,0.095,Roger,Williams,Roger Williams
116,House,21365,49,33.0,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.404,0.34,-32.42389,0.96038,802.0,10.0,,-0.339,0.09,Marc,Veasey,Marc Veasey
116,House,21366,49,34.0,TX,100,,,"VELA, Filemon",V000132,1963,,-0.311,0.407,-92.02718,0.89185,804.0,36.0,,-0.447,0.492,Filemon,Vela,Filemon Vela Jr.
116,House,21549,49,4.0,TX,200,,,"RATCLIFFE, John",R000601,1965,,0.693,0.113,-74.52081,0.88536,612.0,34.0,,0.654,0.116,John,Ratcliffe,John Ratcliffe
116,House,21550,49,23.0,TX,200,,,"HURD, William Ballard",H001073,1977,,0.287,0.228,-175.54897,0.80231,797.0,77.0,,0.219,0.277,William Ballard,Hurd,Will Hurd
116,House,21551,49,36.0,TX,200,,,"BABIN, Brian",B001291,1948,,0.711,0.074,-111.42858,0.86576,773.0,48.0,,0.708,0.03,Brian,Babin,Brian Babin
116,House,21700,49,19.0,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.642,0.003,-127.20179,0.8518,793.0,66.0,,0.655,-0.097,Jodey Cook,Arrington,Jodey Arrington
116,House,21722,49,15.0,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.388,0.755,-83.52,0.89771,774.0,34.0,,-0.533,0.846,Vicente Jr.,Gonzalez,Vicente Gonzalez
116,House,21758,49,27.0,TX,200,,,"CLOUD, Michael",C001115,1975,,0.684,-0.329,-144.07444,0.83538,801.0,69.0,,0.656,-0.272,Michael,Cloud,Michael Cloud
116,House,21900,49,32.0,TX,100,,,"ALLRED, Colin",A000376,1983,,-0.43,0.708,-41.78713,0.94867,793.0,20.0,,-0.448,0.613,Colin,Allred,Colin Allred
116,House,21911,49,2.0,TX,200,,,"CRENSHAW, Daniel",C001120,1984,,0.431,0.268,-89.42384,0.89412,799.0,45.0,,0.397,0.364,Daniel,Crenshaw,Dan Crenshaw
116,House,21917,49,16.0,TX,100,,,"ESCOBAR, Veronica",E000299,1969,,-0.466,-0.316,-26.81227,0.96712,802.0,9.0,,-0.387,-0.226,Veronica,Escobar,Veronica Escobar
116,House,21919,49,7.0,TX,100,,,"FLETCHER, Elizabeth",F000468,1975,,-0.454,0.891,-72.12583,0.9146,808.0,35.0,,-0.445,0.84,Elizabeth,Fletcher,Lizzie Fletcher
116,House,21922,49,29.0,TX,100,,,"GARCIA, Sylvia",G000587,1950,,-0.797,0.454,-48.17413,0.94233,811.0,14.0,,-0.726,0.555,Sylvia,Garcia,Sylvia Garcia
116,House,21925,49,5.0,TX,200,,,"GOODEN, Lance",G000589,1982,,0.746,-0.066,-90.41348,0.89237,794.0,36.0,,0.724,0.007,Lance,Gooden,Lance Gooden
116,House,21961,49,21.0,TX,200,,,"ROY, Charles",R000614,1972,,0.8,-0.6,-139.01887,0.8392,793.0,54.0,,0.919,-0.395,Charles,Roy,Chip Roy
116,House,21973,49,3.0,TX,200,,,"TAYLOR, Nicholas",T000479,1972,,0.581,-0.223,-148.7408,0.83168,807.0,68.0,,0.551,-0.114,Nicholas,Taylor,Van Taylor
116,House,21984,49,6.0,TX,200,,,"WRIGHT, Ron",W000827,1953,2021.0,0.711,-0.09,-67.09875,0.89632,613.0,24.0,,0.709,-0.095,Ron,Wright,Ron Wright
116,House,29571,49,35.0,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.322,-40.67586,0.94944,784.0,12.0,,-0.41,-0.443,Lloyd Alton,Doggett,Lloyd Doggett
116,House,29572,49,13.0,TX,200,,,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.525,0.313,-106.92728,0.87159,778.0,48.0,,0.502,0.319,William McClellan (Mac),Thornberry,Mac Thornberry
116,House,29573,49,18.0,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.125,-21.55381,0.97332,797.0,10.0,,-0.558,-0.065,Sheila,Jackson lee,Sheila Jackson Lee
116,House,29760,49,8.0,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.52,0.239,-112.93704,0.86325,768.0,48.0,,0.579,0.307,Kevin Patrick,Brady,Kevin Brady
116,House,29762,49,12.0,TX,200,,,"GRANGER, Kay",G000377,1943,,0.404,0.235,-108.23427,0.86167,727.0,51.0,,0.421,0.396,Kay,Granger,Kay Granger
116,House,39305,49,30.0,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.198,-22.5185,0.97193,791.0,9.0,,-0.405,0.011,Eddie Bernice,Johnson,Eddie Bernice Johnson
116,House,20357,67,1.0,UT,200,,,"BISHOP, Robert (Rob)",B001250,1951,,0.537,0.105,-137.88969,0.83287,754.0,63.0,,0.573,0.028,Robert (Rob),Bishop,Rob Bishop
116,House,21367,67,2.0,UT,200,,,"STEWART, Chris",S001192,1960,,0.499,0.167,-93.52269,0.88822,789.0,41.0,,0.535,0.266,Chris,Stewart,Chris Stewart
116,House,21755,67,3.0,UT,200,,,"CURTIS, John R.",C001114,1960,,0.448,0.156,-117.72534,0.85491,751.0,50.0,,0.54,0.052,John R.,Curtis,John Curtis
116,House,21943,67,4.0,UT,100,,,"McADAMS, Ben",M001209,1974,,-0.069,0.294,-222.21133,0.75982,809.0,87.0,,-0.069,0.294,Ben,Mcadams,Ben McAdams
116,House,20750,6,1.0,VT,100,,,"WELCH, Peter",W000800,1947,,-0.41,-0.377,-22.92111,0.9713,787.0,9.0,,-0.53,-0.324,Peter,Welch,Peter Welch
116,House,21994,96,1.0,VI,100,,,"PLASKETT, Stacey E.",P000610,1966,,-0.408,0.474,-11.47326,0.93825,180.0,5.0,,-0.327,0.219,Stacey E.,Plaskett,Stacey Plaskett
116,House,20756,40,1.0,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.451,0.001,-130.47724,0.85037,805.0,55.0,,0.528,0.142,Robert J.,Wittman,Rob Wittman
116,House,20952,40,11.0,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.307,-0.038,-51.74929,0.93766,804.0,25.0,,-0.246,-0.077,Gerald E. (Gerry),Connolly,Gerry Connolly
116,House,21191,40,9.0,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.52,-0.365,-183.10152,0.79077,780.0,79.0,,0.563,-0.363,H. Morgan,Griffith,Morgan Griffith
